Order_ID,Order_Date,City,Restaurant_Name,Cuisine_Type,Order_Amount,Discount_Applied,Discount_Amount,Final_Amount,Payment_Method,Delivery_Time_Minutes,Distance_km,Rider_Rating,Customer_Rating,Order_Status
ORD973,2026-02-22,Mumbai,Urban Tandoor,Fast Food,1502.13,,50.0,1452.13,Wallet,37,18.08,4.8,3.0,Delayed
ORD974,2026-02-22,Delhi,Pizza Palace,Japanese,601.03,Yes,,601.03,Card,35,14.68,3.9,3.7,Delayed
ORD975,2026-02-22,Pune,Sushi Spot,Chinese,538.7,,150.0,388.70000000000005,UPI,61,1.73,3.4,4.3,Delivered
ORD976,2026-02-22,Mumbai,Food Factory,Japanese,1193.2,,,1193.2,UPI,20,10.59,4.4,3.2,Cancelled
ORD977,2026-02-22,Bangalore,Curry Kingdom,Italian,512.15,Yes,150.0,362.15,Wallet,54,18.69,3.7,2.4,Delivered
ORD978,2026-02-22,Mumbai,Food Factory,Chinese,633.47,Yes,50.0,583.47,Card,106,18.38,3.8,2.9,Delayed
ORD979,2026-02-22,Delhi,Food Factory,Indian,161.96,No,,161.96,Card,20,27.33,3.1,2.3,Delayed
ORD980,2026-02-22,Mumbai,Curry Kingdom,Italian,739.58,No,0.0,739.58,Cash,80,28.3,2.9,3.4,Delivered
ORD981,2026-02-22,Bangalore,Spice Hub,Fast Food,319.13,No,50.0,269.13,UPI,32,21.72,3.4,2.4,Cancelled
ORD982,2026-02-22,Mumbai,Urban Tandoor,Chinese,619.18,No,0.0,619.18,Cash,15,6.69,2.6,4.6,Cancelled
ORD983,2026-02-22,Delhi,Biryani House,Italian,1217.67,No,,1217.67,UPI,103,10.17,4.1,4.4,Delivered
ORD984,2026-02-22,Chennai,Burger Town,Chinese,1281.55,Yes,,1281.55,Card,68,27.48,3.9,2.5,Cancelled
ORD985,2026-02-22,Chennai,Spice Hub,Chinese,647.28,,50.0,597.28,Cash,118,8.16,3.3,3.7,Delayed
ORD986,2026-02-22,Mumbai,Burger Town,Indian,1237.78,No,,1237.78,Card,84,18.85,2.7,2.3,Delayed
ORD987,2026-02-22,Bangalore,Urban Tandoor,Italian,467.88,No,,467.88,Wallet,44,21.73,3.9,2.0,Delivered
ORD988,2026-02-22,Delhi,Spice Hub,Fast Food,816.69,,,816.69,Wallet,109,1.4,4.1,4.0,Cancelled
ORD989,2026-02-22,Pune,Biryani House,Indian,1627.51,Yes,150.0,1477.51,Card,18,8.71,3.3,3.7,Cancelled
ORD990,2026-02-22,Bangalore,Sushi Spot,Japanese,1457.98,,,1457.98,Cash,19,17.37,4.2,4.0,Delivered
ORD991,2026-02-22,Chennai,Urban Tandoor,Japanese,1873.72,,,1873.72,Wallet,56,22.34,3.0,2.4,Cancelled
ORD992,2026-02-22,Hyderabad,Sushi Spot,Fast Food,1331.2,No,0.0,1331.2,Cash,77,7.7,4.7,2.8,Delayed
ORD993,2026-02-22,Chennai,Curry Kingdom,Fast Food,558.2,,100.0,458.20000000000005,Card,56,25.91,3.8,4.0,Delayed
ORD994,2026-02-22,Pune,Biryani House,Italian,592.27,Yes,150.0,442.27,UPI,87,23.04,3.3,3.2,Delivered
ORD995,2026-02-22,Mumbai,Food Factory,Italian,537.93,No,150.0,387.92999999999995,Card,54,24.31,2.7,3.2,Delivered
ORD996,2026-02-22,Delhi,Burger Town,Fast Food,841.8,No,0.0,841.8,Card,83,23.21,4.2,4.9,Delayed
ORD997,2026-02-22,Hyderabad,Food Factory,Japanese,878.08,,0.0,878.08,UPI,95,6.29,4.9,3.3,Cancelled
ORD998,2026-02-22,Mumbai,Biryani House,Indian,1319.24,Yes,150.0,1169.24,Wallet,84,11.64,2.9,2.6,Cancelled
ORD999,2026-02-22,Chennai,Spice Hub,Japanese,729.54,No,,729.54,UPI,83,7.73,3.5,2.8,Delivered
ORD1000,2026-02-22,Delhi,Spice Hub,Japanese,517.47,No,150.0,367.47,Card,30,24.55,4.6,4.4,Delayed
ORD1001,2026-02-22,Pune,Food Factory,Fast Food,748.9,,100.0,648.9,UPI,49,25.54,3.0,4.9,Delivered
ORD1002,2026-02-22,Chennai,Curry Kingdom,Italian,846.85,Yes,,846.85,UPI,97,23.85,4.8,2.8,Delivered
ORD1003,2026-02-22,Pune,Pizza Palace,Japanese,1652.92,No,50.0,1602.92,Wallet,96,10.19,4.5,4.6,Delayed
ORD1004,2026-02-22,Bangalore,Curry Kingdom,Indian,709.56,Yes,100.0,609.56,Cash,91,26.27,4.5,2.8,Delayed
ORD1005,2026-02-22,Pune,Food Factory,Chinese,1836.86,Yes,0.0,1836.86,Cash,32,28.41,4.2,3.0,Delayed
ORD1006,2026-02-22,Chennai,Spice Hub,Italian,1076.07,,0.0,1076.07,Card,38,7.71,3.1,2.9,Delayed
ORD1007,2026-02-22,Delhi,Biryani House,Chinese,267.82,Yes,100.0,167.82,Cash,89,25.98,2.8,4.9,Delivered
ORD1008,2026-02-22,Delhi,Sushi Spot,Japanese,758.32,,150.0,608.32,UPI,70,7.83,4.9,4.6,Delayed
ORD1009,2026-02-22,Pune,Food Factory,Japanese,685.47,Yes,150.0,535.47,Wallet,100,25.9,2.8,4.1,Delivered
ORD1010,2026-02-22,Pune,Spice Hub,Japanese,1522.66,Yes,,1522.66,Wallet,70,19.76,4.1,3.9,Cancelled
ORD1011,2026-02-22,Delhi,Burger Town,Chinese,718.22,No,100.0,618.22,Cash,21,21.81,3.7,4.5,Delayed
ORD1012,2026-02-22,Delhi,Burger Town,Fast Food,859.28,Yes,100.0,759.28,Cash,55,24.8,4.2,3.9,Delayed
ORD1013,2026-02-22,Mumbai,Urban Tandoor,Indian,893.32,No,100.0,793.32,UPI,51,15.82,4.0,3.4,Delayed
ORD1014,2026-02-22,Chennai,Sushi Spot,Japanese,1683.11,Yes,,1683.11,Cash,110,28.04,4.8,3.2,Delayed
ORD1015,2026-02-22,Pune,Urban Tandoor,Italian,1017.26,Yes,0.0,1017.26,UPI,75,11.53,4.7,4.2,Delayed
ORD1016,2026-02-22,Delhi,Sushi Spot,Japanese,358.29,,100.0,258.29,Cash,64,9.88,3.3,2.2,Delivered
ORD1017,2026-02-22,Hyderabad,Curry Kingdom,Indian,797.12,,,797.12,UPI,64,19.31,3.2,2.7,Cancelled
ORD1018,2026-02-22,Bangalore,Biryani House,Italian,1892.81,No,0.0,1892.81,Wallet,119,4.84,4.9,3.7,Delivered
ORD1019,2026-02-22,Hyderabad,Spice Hub,Japanese,1991.63,Yes,50.0,1941.63,Wallet,27,29.3,3.4,3.1,Delivered
ORD1020,2026-02-22,Chennai,Burger Town,Chinese,786.57,Yes,100.0,686.57,Wallet,112,5.86,3.7,2.1,Delivered
ORD1021,2026-02-22,Mumbai,Sushi Spot,Fast Food,375.49,,,375.49,UPI,39,5.01,5.0,2.7,Delivered
ORD1022,2026-02-22,Bangalore,Spice Hub,Chinese,285.72,No,,285.72,Wallet,92,26.21,3.8,3.4,Delivered
ORD1023,2026-02-22,Mumbai,Burger Town,Italian,909.81,,,909.81,Wallet,36,6.68,4.6,3.9,Delivered
ORD1024,2026-02-22,Chennai,Pizza Palace,Indian,925.09,Yes,,925.09,UPI,31,9.03,2.6,4.8,Cancelled
ORD1025,2026-02-22,Mumbai,Food Factory,Italian,1372.48,Yes,50.0,1322.48,Card,108,18.29,5.0,3.3,Delayed
ORD1026,2026-02-22,Delhi,Food Factory,Indian,1853.28,,100.0,1753.28,Wallet,30,11.92,3.9,3.4,Cancelled
ORD1027,2026-02-22,Hyderabad,Burger Town,Italian,1744.84,No,,1744.84,Cash,80,1.01,4.8,4.5,Cancelled
ORD1028,2026-02-22,Pune,Curry Kingdom,Japanese,1523.24,No,50.0,1473.24,Wallet,69,22.83,4.3,4.6,Delayed
ORD1029,2026-02-22,Bangalore,Pizza Palace,Italian,1487.15,No,100.0,1387.15,Wallet,111,21.46,3.3,2.7,Delivered
ORD1030,2026-02-22,Pune,Food Factory,Indian,285.06,No,,285.06,UPI,73,19.02,4.3,2.3,Delivered
ORD1031,2026-02-22,Chennai,Food Factory,Italian,215.84,,0.0,215.84,Card,84,4.13,3.1,4.3,Cancelled
ORD1032,2026-02-22,Mumbai,Burger Town,Chinese,657.84,,,657.84,UPI,27,3.35,3.6,4.2,Cancelled
ORD1033,2026-02-22,Bangalore,Food Factory,Fast Food,1420.05,,50.0,1370.05,Wallet,75,15.76,4.7,4.6,Delayed
ORD1034,2026-02-22,Delhi,Urban Tandoor,Fast Food,168.33,,,168.33,UPI,112,14.36,5.0,3.4,Delivered
ORD1035,2026-02-22,Mumbai,Biryani House,Indian,1975.76,,100.0,1875.76,UPI,54,9.1,4.5,4.7,Delayed
ORD1036,2026-02-22,Delhi,Food Factory,Chinese,887.49,,100.0,787.49,Cash,43,21.48,3.4,2.0,Delivered
ORD1037,2026-02-22,Bangalore,Food Factory,Japanese,896.44,Yes,100.0,796.44,Wallet,65,4.53,2.5,4.7,Delayed
ORD1038,2026-02-22,Hyderabad,Burger Town,Chinese,277.0,Yes,150.0,127.0,Card,86,9.93,3.1,2.7,Delayed
ORD1039,2026-02-22,Mumbai,Food Factory,Chinese,276.15,,0.0,276.15,Card,97,13.42,2.7,2.7,Cancelled
ORD1040,2026-02-22,Bangalore,Pizza Palace,Italian,822.05,Yes,,822.05,Wallet,107,26.4,4.8,3.5,Delayed
ORD1041,2026-02-22,Hyderabad,Urban Tandoor,Italian,760.79,,,760.79,UPI,112,25.36,3.3,4.1,Delivered
ORD1042,2026-02-22,Bangalore,Biryani House,Fast Food,1988.5,No,0.0,1988.5,Wallet,52,10.29,2.9,4.3,Cancelled
ORD1043,2026-02-22,Pune,Food Factory,Indian,376.62,Yes,100.0,276.62,UPI,70,9.22,3.3,2.1,Cancelled
ORD1044,2026-02-22,Hyderabad,Pizza Palace,Japanese,1557.64,No,,1557.64,Cash,15,24.82,3.9,2.2,Delivered
ORD1045,2026-02-22,Chennai,Urban Tandoor,Japanese,1917.58,Yes,50.0,1867.58,Wallet,105,22.4,2.8,3.3,Delivered
ORD1046,2026-02-22,Hyderabad,Food Factory,Indian,1043.27,No,50.0,993.27,Card,40,15.84,4.4,4.8,Delayed
ORD1047,2026-02-22,Hyderabad,Urban Tandoor,Italian,1832.02,No,50.0,1782.02,Cash,73,26.76,3.0,2.9,Delivered
ORD1048,2026-02-22,Delhi,Curry Kingdom,Chinese,684.59,Yes,,684.59,UPI,60,28.62,4.4,3.3,Cancelled
ORD1049,2026-02-22,Pune,Pizza Palace,Indian,1245.61,Yes,150.0,1095.61,Wallet,16,5.86,3.3,3.5,Delayed
ORD1050,2026-02-22,Chennai,Curry Kingdom,Japanese,1623.42,No,,1623.42,Card,46,12.92,4.2,2.4,Cancelled
ORD1051,2026-02-22,Chennai,Sushi Spot,Italian,892.77,No,,892.77,Cash,97,11.94,3.5,2.1,Cancelled
ORD1052,2026-02-22,Pune,Sushi Spot,Italian,656.88,Yes,100.0,556.88,Card,21,8.57,4.9,4.2,Delivered
ORD1053,2026-02-22,Bangalore,Sushi Spot,Japanese,1444.25,No,100.0,1344.25,Cash,69,12.37,4.9,2.4,Delivered
ORD1054,2026-02-22,Pune,Biryani House,Chinese,1562.5,Yes,,1562.5,Cash,111,15.74,4.1,3.4,Cancelled
ORD1055,2026-02-22,Delhi,Burger Town,Chinese,1034.59,Yes,100.0,934.5899999999999,Cash,49,19.2,3.0,2.4,Cancelled
ORD1056,2026-02-22,Chennai,Food Factory,Italian,1885.42,No,150.0,1735.42,UPI,37,22.63,4.6,4.1,Cancelled
ORD1057,2026-02-22,Hyderabad,Burger Town,Fast Food,1859.54,Yes,,1859.54,Wallet,119,10.71,3.3,3.9,Delivered
ORD1058,2026-02-22,Mumbai,Burger Town,Indian,808.52,,100.0,708.52,Cash,85,24.92,4.2,3.7,Cancelled
ORD1059,2026-02-22,Chennai,Sushi Spot,Italian,597.4,No,150.0,447.4,Card,111,6.7,3.1,2.9,Delayed
ORD1060,2026-02-22,Chennai,Urban Tandoor,Italian,1339.17,No,50.0,1289.17,Cash,70,18.01,3.8,4.3,Delayed
ORD1061,2026-02-22,Delhi,Curry Kingdom,Indian,1468.43,No,100.0,1368.43,Cash,78,14.6,4.5,2.5,Delayed
ORD1062,2026-02-22,Bangalore,Pizza Palace,Fast Food,353.25,,0.0,353.25,Cash,85,12.98,3.0,3.2,Cancelled
ORD1063,2026-02-22,Chennai,Urban Tandoor,Indian,283.71,No,50.0,233.70999999999998,Wallet,104,10.17,2.6,3.8,Cancelled
ORD1064,2026-02-22,Delhi,Burger Town,Italian,595.49,No,,595.49,UPI,52,6.86,3.9,2.6,Delivered
ORD1065,2026-02-22,Mumbai,Curry Kingdom,Italian,1156.35,No,100.0,1056.35,Card,102,27.41,2.5,3.5,Delivered
ORD1066,2026-02-22,Delhi,Food Factory,Japanese,378.01,,150.0,228.01,UPI,23,10.94,2.8,3.7,Cancelled
ORD1067,2026-02-22,Mumbai,Spice Hub,Indian,1225.89,,150.0,1075.89,Cash,72,22.51,3.9,4.7,Delayed
ORD1068,2026-02-22,Mumbai,Spice Hub,Indian,1174.89,Yes,50.0,1124.89,UPI,31,6.67,2.9,4.7,Delayed
ORD1069,2026-02-22,Chennai,Sushi Spot,Chinese,756.5,No,0.0,756.5,Card,87,26.82,2.8,2.0,Cancelled
ORD1070,2026-02-22,Pune,Sushi Spot,Japanese,1078.72,,50.0,1028.72,Wallet,61,26.55,2.6,2.8,Delivered
ORD1071,2026-02-22,Mumbai,Pizza Palace,Indian,1010.32,Yes,100.0,910.32,UPI,115,26.31,2.7,3.5,Cancelled
ORD1072,2026-02-22,Delhi,Burger Town,Italian,1429.12,,150.0,1279.12,Card,60,28.88,3.6,3.5,Delayed
ORD1073,2026-02-22,Delhi,Biryani House,Italian,800.55,,0.0,800.55,Card,56,17.05,3.2,3.3,Delivered
ORD1074,2026-02-22,Hyderabad,Curry Kingdom,Chinese,727.55,No,,727.55,Card,17,13.58,4.6,3.1,Delayed
ORD1075,2026-02-22,Mumbai,Curry Kingdom,Italian,1618.78,,100.0,1518.78,Cash,21,10.84,3.9,2.1,Delayed
ORD1076,2026-02-22,Bangalore,Urban Tandoor,Japanese,1527.93,Yes,100.0,1427.93,Cash,15,2.49,3.5,4.0,Delayed
ORD1077,2026-02-22,Chennai,Spice Hub,Italian,983.15,No,,983.15,Card,43,14.46,4.0,3.4,Cancelled
ORD1078,2026-02-22,Mumbai,Spice Hub,Chinese,1374.15,,150.0,1224.15,Card,92,16.83,3.0,2.9,Delayed
ORD1079,2026-02-22,Delhi,Urban Tandoor,Fast Food,1534.93,Yes,0.0,1534.93,Wallet,59,12.03,2.8,3.6,Cancelled
ORD1080,2026-02-22,Hyderabad,Urban Tandoor,Chinese,882.19,Yes,100.0,782.19,Cash,16,13.39,3.7,4.7,Delivered
ORD1081,2026-02-22,Mumbai,Pizza Palace,Japanese,1121.34,No,50.0,1071.34,Wallet,27,18.93,4.2,4.0,Delivered
ORD1082,2026-02-22,Mumbai,Urban Tandoor,Indian,1095.3,,50.0,1045.3,Cash,62,1.03,2.6,4.9,Cancelled
ORD1083,2026-02-22,Delhi,Burger Town,Chinese,598.35,No,100.0,498.35,Wallet,37,12.24,2.8,4.2,Delivered
ORD1084,2026-02-22,Hyderabad,Pizza Palace,Fast Food,1735.38,Yes,,1735.38,UPI,60,18.41,4.3,4.3,Delivered
ORD1085,2026-02-22,Chennai,Biryani House,Italian,1954.51,Yes,150.0,1804.51,UPI,30,9.97,4.8,3.5,Delayed
ORD1086,2026-02-22,Mumbai,Urban Tandoor,Japanese,1069.92,,100.0,969.9200000000001,Cash,114,4.46,3.3,4.4,Delayed
ORD1087,2026-02-22,Delhi,Urban Tandoor,Chinese,1255.03,No,100.0,1155.03,UPI,65,6.56,3.9,3.8,Cancelled
ORD1088,2026-02-22,Chennai,Curry Kingdom,Indian,532.94,Yes,50.0,482.94000000000005,Wallet,67,3.56,4.4,4.5,Cancelled
ORD1089,2026-02-22,Delhi,Spice Hub,Italian,486.36,,0.0,486.36,Card,78,25.0,4.3,4.4,Cancelled
ORD1090,2026-02-22,Bangalore,Spice Hub,Italian,370.35,No,100.0,270.35,Card,17,6.7,3.0,2.1,Cancelled
ORD1091,2026-02-22,Pune,Sushi Spot,Italian,745.82,No,100.0,645.82,UPI,25,21.43,4.8,4.2,Delayed
ORD1092,2026-02-22,Hyderabad,Food Factory,Fast Food,716.6,Yes,0.0,716.6,Card,28,21.19,3.0,2.3,Delayed
ORD1093,2026-02-22,Mumbai,Urban Tandoor,Fast Food,1134.61,No,150.0,984.6099999999999,Card,24,22.06,2.8,2.9,Delivered
ORD1094,2026-02-22,Mumbai,Sushi Spot,Indian,1135.07,No,,1135.07,Card,26,2.66,2.9,4.1,Cancelled
ORD1095,2026-02-22,Pune,Food Factory,Fast Food,1466.79,No,50.0,1416.79,UPI,18,17.9,2.8,2.4,Cancelled
ORD1096,2026-02-22,Chennai,Spice Hub,Japanese,1484.09,Yes,,1484.09,Cash,20,6.57,4.2,3.9,Delivered
ORD1097,2026-02-22,Bangalore,Spice Hub,Italian,1264.57,Yes,0.0,1264.57,Cash,87,12.83,3.2,2.4,Cancelled
ORD1098,2026-02-22,Bangalore,Spice Hub,Chinese,1496.82,Yes,0.0,1496.82,Wallet,99,24.35,3.0,2.3,Cancelled
ORD1099,2026-02-22,Bangalore,Urban Tandoor,Indian,957.06,Yes,150.0,807.06,Card,28,25.82,4.4,4.4,Cancelled
ORD1100,2026-02-22,Pune,Biryani House,Indian,403.16,,50.0,353.16,UPI,108,28.05,4.8,3.5,Cancelled
ORD1101,2026-02-22,Mumbai,Food Factory,Chinese,756.59,,,756.59,Card,52,25.26,4.7,2.9,Cancelled
ORD1102,2026-02-22,Chennai,Sushi Spot,Japanese,1726.59,Yes,0.0,1726.59,Cash,76,1.35,3.9,4.2,Delayed
ORD1103,2026-02-22,Mumbai,Biryani House,Japanese,1047.28,No,150.0,897.28,Wallet,24,20.51,3.3,2.5,Delivered
ORD1104,2026-02-22,Hyderabad,Curry Kingdom,Italian,670.5,Yes,0.0,670.5,Card,53,15.02,3.6,2.2,Cancelled
ORD1105,2026-02-22,Hyderabad,Sushi Spot,Japanese,346.4,No,100.0,246.39999999999998,Cash,110,25.52,2.8,2.8,Delayed
ORD1106,2026-02-22,Bangalore,Pizza Palace,Chinese,1681.76,,,1681.76,Cash,56,2.8,3.9,2.4,Delivered
ORD1107,2026-02-22,Delhi,Pizza Palace,Japanese,217.45,,150.0,67.44999999999999,Card,66,13.32,3.5,4.2,Cancelled
ORD1108,2026-02-22,Delhi,Curry Kingdom,Chinese,1162.91,,150.0,1012.9100000000001,Card,47,25.48,3.2,3.3,Delivered
ORD1109,2026-02-22,Hyderabad,Pizza Palace,Japanese,223.86,Yes,50.0,173.86,UPI,49,25.96,3.4,4.0,Delayed
ORD1110,2026-02-22,Chennai,Sushi Spot,Indian,797.87,No,50.0,747.87,Cash,86,4.09,3.4,2.3,Delayed
ORD1111,2026-02-22,Delhi,Biryani House,Italian,1568.2,No,0.0,1568.2,Cash,25,26.19,3.9,3.5,Cancelled
ORD1112,2026-02-22,Mumbai,Food Factory,Indian,676.51,,150.0,526.51,Wallet,103,9.27,4.1,3.4,Delivered
ORD1113,2026-02-22,Mumbai,Spice Hub,Italian,1041.73,Yes,50.0,991.73,UPI,37,8.69,2.9,2.3,Cancelled
ORD1114,2026-02-22,Pune,Biryani House,Japanese,925.4,No,150.0,775.4,Cash,22,5.99,3.9,2.5,Delivered
ORD1115,2026-02-22,Delhi,Curry Kingdom,Japanese,268.18,No,50.0,218.18,Cash,97,10.95,4.6,3.7,Cancelled
ORD1116,2026-02-22,Mumbai,Urban Tandoor,Fast Food,1102.27,Yes,100.0,1002.27,UPI,90,27.28,4.4,3.6,Cancelled
ORD1117,2026-02-22,Hyderabad,Pizza Palace,Fast Food,1742.24,,0.0,1742.24,UPI,90,3.31,4.2,4.8,Delivered
ORD1118,2026-02-22,Delhi,Food Factory,Indian,1214.98,,,1214.98,Cash,30,2.02,4.4,4.4,Delayed
ORD1119,2026-02-22,Bangalore,Urban Tandoor,Indian,447.1,,150.0,297.1,Wallet,27,19.81,4.7,3.9,Delayed
ORD1120,2026-02-22,Pune,Sushi Spot,Indian,392.88,No,150.0,242.88,Cash,64,25.5,3.7,4.0,Delivered
ORD1121,2026-02-22,Chennai,Food Factory,Chinese,894.39,No,50.0,844.39,Card,113,9.73,3.0,4.3,Cancelled
ORD1122,2026-02-22,Bangalore,Biryani House,Japanese,1027.19,No,,1027.19,UPI,25,21.18,4.9,5.0,Cancelled
ORD1123,2026-02-22,Chennai,Pizza Palace,Chinese,983.01,,100.0,883.01,Cash,105,25.57,3.0,4.9,Delivered
ORD1124,2026-02-22,Bangalore,Spice Hub,Italian,782.45,Yes,,782.45,Wallet,82,25.32,4.5,3.0,Cancelled
ORD1125,2026-02-22,Mumbai,Spice Hub,Fast Food,166.24,,50.0,116.24000000000001,UPI,104,24.68,4.7,2.3,Delivered
ORD1126,2026-02-22,Chennai,Curry Kingdom,Fast Food,1145.97,No,0.0,1145.97,Card,68,19.4,4.1,2.4,Delivered
ORD1127,2026-02-22,Chennai,Urban Tandoor,Fast Food,1957.39,Yes,150.0,1807.39,Wallet,112,22.79,4.9,4.0,Delayed
ORD1128,2026-02-22,Mumbai,Biryani House,Italian,822.3,Yes,,822.3,Wallet,56,13.43,4.1,2.6,Cancelled
ORD1129,2026-02-22,Mumbai,Spice Hub,Indian,1310.82,,0.0,1310.82,Card,115,27.95,3.0,4.4,Cancelled
ORD1130,2026-02-22,Bangalore,Biryani House,Fast Food,1516.31,Yes,150.0,1366.31,Card,19,12.57,3.1,2.6,Delayed
ORD1131,2026-02-22,Hyderabad,Pizza Palace,Indian,1915.92,,100.0,1815.92,Wallet,109,19.64,4.3,4.9,Delivered
ORD1132,2026-02-22,Pune,Pizza Palace,Japanese,847.82,Yes,,847.82,Card,50,19.24,4.1,4.6,Delayed
ORD1133,2026-02-22,Chennai,Spice Hub,Chinese,1520.61,,,1520.61,Wallet,77,19.95,3.2,3.8,Cancelled
ORD1134,2026-02-22,Hyderabad,Biryani House,Japanese,1055.07,No,150.0,905.0699999999999,Wallet,59,8.03,3.2,4.8,Delivered
ORD1135,2026-02-22,Bangalore,Biryani House,Italian,576.22,Yes,50.0,526.22,Cash,112,14.75,2.9,3.1,Cancelled
ORD1136,2026-02-22,Hyderabad,Curry Kingdom,Japanese,889.97,,50.0,839.97,Cash,105,26.1,3.9,4.0,Delivered
ORD1137,2026-02-22,Hyderabad,Curry Kingdom,Indian,180.82,No,0.0,180.82,Cash,76,20.28,3.5,4.1,Cancelled
ORD1138,2026-02-22,Chennai,Urban Tandoor,Fast Food,909.85,,150.0,759.85,Card,85,8.44,4.8,2.4,Delayed
ORD1139,2026-02-22,Chennai,Food Factory,Indian,1625.18,Yes,50.0,1575.18,Card,45,22.76,3.3,3.5,Cancelled
ORD1140,2026-02-22,Mumbai,Sushi Spot,Indian,1735.15,No,0.0,1735.15,Cash,63,21.8,4.0,4.4,Cancelled
ORD1141,2026-02-22,Hyderabad,Burger Town,Indian,1749.08,,0.0,1749.08,Wallet,82,28.23,3.2,3.4,Delivered
ORD1142,2026-02-22,Bangalore,Pizza Palace,Fast Food,1550.32,,,1550.32,Cash,100,26.05,5.0,3.3,Delivered
ORD1143,2026-02-22,Bangalore,Burger Town,Japanese,355.63,Yes,100.0,255.63,Card,99,13.1,4.7,2.6,Delayed
ORD1144,2026-02-22,Pune,Biryani House,Italian,1678.96,No,50.0,1628.96,Cash,67,2.8,4.6,2.9,Delivered
ORD1145,2026-02-22,Hyderabad,Pizza Palace,Chinese,893.14,No,100.0,793.14,Wallet,31,14.61,4.6,2.9,Delivered
ORD1146,2026-02-22,Pune,Biryani House,Indian,506.45,Yes,0.0,506.45,Wallet,76,15.88,4.3,4.9,Delivered
ORD1147,2026-02-22,Pune,Urban Tandoor,Chinese,522.6,Yes,,522.6,Cash,58,3.18,3.4,4.5,Cancelled
ORD1148,2026-02-22,Pune,Sushi Spot,Japanese,163.21,,150.0,13.210000000000008,UPI,110,15.07,2.9,4.7,Delayed
ORD1149,2026-02-22,Mumbai,Sushi Spot,Italian,1001.66,,0.0,1001.66,Card,116,11.2,4.3,3.6,Delivered
ORD1150,2026-02-22,Mumbai,Burger Town,Indian,380.6,Yes,150.0,230.60000000000002,Cash,117,19.44,4.4,2.2,Delivered
ORD1151,2026-02-22,Mumbai,Pizza Palace,Japanese,237.06,Yes,50.0,187.06,UPI,72,4.9,3.7,3.8,Delayed
ORD1152,2026-02-22,Pune,Burger Town,Japanese,942.45,Yes,150.0,792.45,UPI,77,9.42,3.9,2.3,Cancelled
ORD1153,2026-02-22,Bangalore,Biryani House,Indian,1277.59,,50.0,1227.59,Card,76,13.55,3.8,3.4,Delayed
ORD1154,2026-02-22,Hyderabad,Curry Kingdom,Indian,870.04,,150.0,720.04,Card,20,27.36,4.5,3.5,Delivered
ORD1155,2026-02-22,Delhi,Pizza Palace,Japanese,1898.94,Yes,150.0,1748.94,Wallet,94,28.9,3.8,3.4,Cancelled
ORD1156,2026-02-22,Hyderabad,Food Factory,Fast Food,665.58,,150.0,515.58,Cash,42,8.62,3.7,3.0,Delivered
ORD1157,2026-02-22,Bangalore,Urban Tandoor,Japanese,1911.47,No,150.0,1761.47,Wallet,33,12.74,5.0,2.2,Cancelled
ORD1158,2026-02-22,Chennai,Sushi Spot,Chinese,1220.3,,,1220.3,Cash,119,13.98,4.3,3.1,Cancelled
ORD1159,2026-02-22,Delhi,Biryani House,Italian,268.22,,,268.22,Cash,98,10.18,2.7,2.9,Delayed
ORD1160,2026-02-22,Chennai,Sushi Spot,Chinese,1938.13,,50.0,1888.13,Cash,101,12.39,3.1,3.0,Delivered
ORD1161,2026-02-22,Chennai,Urban Tandoor,Japanese,1619.24,No,50.0,1569.24,Cash,80,28.19,4.2,3.7,Delayed
ORD1162,2026-02-22,Mumbai,Pizza Palace,Indian,1278.86,No,100.0,1178.86,Cash,73,16.59,2.5,2.8,Delayed
ORD1163,2026-02-22,Pune,Urban Tandoor,Fast Food,982.4,No,0.0,982.4,Card,114,22.71,3.0,4.6,Delivered
ORD1164,2026-02-22,Bangalore,Urban Tandoor,Italian,1918.31,No,0.0,1918.31,UPI,85,16.47,3.5,2.5,Cancelled
ORD1165,2026-02-22,Pune,Burger Town,Italian,1958.29,No,150.0,1808.29,UPI,83,2.67,4.6,2.2,Delivered
ORD1166,2026-02-22,Mumbai,Spice Hub,Japanese,652.58,No,150.0,502.58000000000004,UPI,38,21.15,3.8,5.0,Delayed
ORD1167,2026-02-22,Bangalore,Food Factory,Indian,1280.98,,150.0,1130.98,UPI,31,25.7,4.5,2.0,Delayed
ORD1168,2026-02-22,Chennai,Burger Town,Italian,1807.09,No,150.0,1657.09,Card,46,13.52,4.5,3.5,Delivered
ORD1169,2026-02-22,Delhi,Curry Kingdom,Japanese,1618.93,Yes,0.0,1618.93,UPI,100,24.1,3.3,4.1,Cancelled
ORD1170,2026-02-22,Bangalore,Sushi Spot,Fast Food,496.88,Yes,,496.88,Card,15,7.84,2.9,2.6,Cancelled
ORD1171,2026-02-22,Delhi,Pizza Palace,Indian,486.82,Yes,50.0,436.82,Cash,100,13.92,4.9,3.7,Delayed
ORD1172,2026-02-22,Hyderabad,Pizza Palace,Italian,1747.35,Yes,,1747.35,Cash,53,26.3,3.1,3.4,Delayed
ORD1173,2026-02-22,Hyderabad,Pizza Palace,Italian,1862.78,No,150.0,1712.78,Wallet,48,11.79,2.7,3.4,Delivered
ORD1174,2026-02-22,Delhi,Food Factory,Chinese,879.79,Yes,100.0,779.79,UPI,87,8.08,4.9,4.9,Delivered
